"municipality_code","city","designation","city_resolution_status","city_mapping_flags","representative_postal_code","representative_postal_area","representative_dso_candidate_count","raw_dso_name_from_feed","canonical_operator_name","mapping_basis","monthly_fixed_fee_eur_vat_incl","energy_charge_cents_kwh_vat_incl_excl_electricity_tax","electricity_tax_included","tariff_name","power_charge_eur_kw_month","tariff_snapshot_created_at","comparison_published_at","tariff_status","price_available","tariff_source_url","comparison_source_url","city_source_url","postal_area_source_url","dso_feed_source_url","observed_municipality_dso_names","notes"
"434","Loviisa","kaupunki","resolved_with_caveat","municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","07900","Loviisa Keskus","1","Kymenlaakson Sähköverkko Oy","Kymenlaakson Sähköverkko Oy","exact_feed_name_to_snapshot_name","23.87","2.85","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.ksoy.fi/hinnastot-ja-ehdot/pienasiakkaiden-verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/loviisa","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kymenlaakson Sähköverkko Oy; Porvoon Sähköverkko Oy","City mapping: municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page shows 3x25/1x35 general fee and 2.845 c/kWh rounded to 2.85; the tariff archive references 1.11.2024. Older/unchanged but matching."
"444","Lohja","kaupunki","resolved_with_caveat","municipality_postal_areas_map_to_multiple_dsos","08100","Lohja Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/lohja","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy","City mapping: municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"445","Parainen","kaupunki","resolved_with_caveat","municipality_has_multiple_centre_postal_areas","21600","Parainen Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/parainen","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy","City mapping: municipality_has_multiple_centre_postal_areas Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"478","Maarianhamina","kaupunki","unresolved","representative_postal_code_unmapped_in_dso_feed; no_dso_found_for_any_municipality_postal_area; postal_code_is_proxy_not_exact_centre","22100","Maarianhamina","0","","","no_dso_match","","","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","not_in_snapshot","no","","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/maarianhamina","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","","City mapping: representative_postal_code_unmapped_in_dso_feed; no_dso_found_for_any_municipality_postal_area; postal_code_is_proxy_not_exact_centre No operator matched the representative postal code in the official DSO feed."
"491","Mikkeli","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","50100","Mikkeli Keskus","2","ESE-Verkko Oy","ESE-Verkko Oy","exact_feed_name_to_snapshot_name","9.90","3.86","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://ese.fi/shared/files/Hinnastot/2026/Verkkopalvelumaksut%201.1.2026%20alkaen.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/mikkeli","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","ESE-Verkko Oy; Järvi-Suomen Energia Oy; Kokemäen Sähkö Oy; Lappeenrannan Energiaverkot Oy; Oulun Seudun Sähkö Verkkopalvelut Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official product is `Yksiaikasähkö`, the equivalent one-rate/general-transfer product; 3x25 A grouped with 3x35 A. Matched, product label differs."
"491","Mikkeli","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","50100","Mikkeli Keskus","2","Järvi-Suomen Energia Oy","Järvi-Suomen Energia Oy","exact_feed_name_to_snapshot_name","44.44","5.14","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://www.jseoy.fi/wp-content/uploads/2025/09/verkkopalveluhinnasto-1.7.2025-alkaen-saavutettava-1.1.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/mikkeli","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","ESE-Verkko Oy; Järvi-Suomen Energia Oy; Kokemäen Sähkö Oy; Lappeenrannan Energiaverkot Oy; Oulun Seudun Sähkö Verkkopalvelut Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Historical official 1.7.2025 tariff matches the snapshot. Official current tariff effective 1.7.2026 shows a later fixed fee of 47.55 €/month. Snapshot matched; later tariff differs."
"508","Mänttä-Vilppula","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas","35800","Mänttä","3","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/mantta-vilppula","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Keuruun Sähkö Oy; Koillis-Satakunnan Sähkö Oy; Kuoreveden Sähkö Oy; Vantaan Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"508","Mänttä-Vilppula","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas","35800","Mänttä","3","Keuruun Sähkö Oy","Keuruun Sähkö Oy","exact_feed_name_to_snapshot_name","24.00","5.66","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://www.keuruunenergia.fi/wp-content/uploads/2025/03/Keuruun_Energia_verkkopalvelumaksut_1.4.2025.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/mantta-vilppula","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Keuruun Sähkö Oy; Koillis-Satakunnan Sähkö Oy; Kuoreveden Sähkö Oy; Vantaan Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas Tariff note: Located official tariff is dated 1.4.2025 and shows a different general 3x25 A fixed fee; no official 2026 tariff matching 24.00 €/month was confirmed. Category/date mismatch or unverified 2026 value."
"508","Mänttä-Vilppula","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas","35800","Mänttä","3","Kuoreveden Sähkö Oy","Kuoreveden Sähkö Oy","exact_feed_name_to_snapshot_name","39.96","3.74","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.kuorevedensahko.fi/wp-content/uploads/2024/09/20240901-verkkopalveluhinnasto.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/mantta-vilppula","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Keuruun Sähkö Oy; Koillis-Satakunnan Sähkö Oy; Kuoreveden Sähkö Oy; Vantaan Energia Sähköverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy; municipality_has_multiple_centre_postal_areas Tariff note: Official 1.9.2024 tariff matches; electricity tax listed separately. Older but matching."
"529","Naantali","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","21100","Naantali Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/naantali","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Naantalin Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"529","Naantali","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","21100","Naantali Keskus","2","Naantalin Energia Oy","Naantalin Energia Oy","exact_feed_name_to_snapshot_name","11.79","4.42","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://naantalinenergia.fi/sahkoverkko/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/naantali","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Naantalin Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.7.2025 tariff, VAT 25.5%, matches 3x25 A and energy charge; electricity tax separately shown. Older but matching."
"535","Nivala","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","85500","Nivala Keskus","2","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nivala","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Helen Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"535","Nivala","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","85500","Nivala Keskus","2","Helen Sähköverkko Oy","Helen Sähköverkko Oy","exact_feed_name_to_snapshot_name","6.01","4.44","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.helensahkoverkko.fi/asiakastuki/asiakaspalvelu/hinnastot-ja-ehdot","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nivala","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Helen Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Exact values found in the official tariff PDF effective 1.10.2025; current page has a 2026 tariff link. Older exact match; 2026 PDF link not separately extracted."
"536","Nokia","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","37100","Nokia Keskus","2","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nokia","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Kokemäen Sähkö Oy; Köyliön-Säkylän Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"536","Nokia","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","37100","Nokia Keskus","2","Kokemäen Sähkö Oy","Kokemäen Sähkö Oy","exact_feed_name_to_snapshot_name","23.23","5.11","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://kokemaensahko.fi/siirtohinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nokia","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Kokemäen Sähkö Oy; Köyliön-Säkylän Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.9.2024 onward matches and is stated VAT-inclusive; no newer 2026-labelled tariff located. Older but matching."
"541","Nurmes","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","75500","Nurmes Keskus","2","PKS Sähkösiirto Oy","PKS Sähkönsiirto Oy","curated_alias_to_snapshot_name","42.04","5.46","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://pkssahkonsiirto.fi/wp-content/uploads/pkss_verkkopalveluhinnasto_01072025.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nurmes","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","PKS Sähkösiirto Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.7.2025 tariff gives 42.04 €/month and 5.463 c/kWh, rounded here to 5.46; electricity tax separately listed. Current 1.7.2026 tariff shows 42.00 €/month. Snapshot matched; later tariff differs slightly."
"541","Nurmes","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","75500","Nurmes Keskus","2","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/nurmes","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","PKS Sähkösiirto Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"545","Närpiö","kaupunki","resolved_with_caveat","municipality_postal_areas_map_to_multiple_dsos","64200","Närpiö Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/narpio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Vaasan Sähköverkko Oy","City mapping: municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"560","Orimattila","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","16300","Orimattila Keskus","3","Kymenlaakson Sähköverkko Oy","Kymenlaakson Sähköverkko Oy","exact_feed_name_to_snapshot_name","23.87","2.85","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.ksoy.fi/hinnastot-ja-ehdot/pienasiakkaiden-verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/orimattila","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lahti Energia Sähköverkko Oy; Nivos Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page shows 3x25/1x35 general fee and 2.845 c/kWh rounded to 2.85; the tariff archive references 1.11.2024. Older/unchanged but matching."
"560","Orimattila","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","16300","Orimattila Keskus","3","Lahti Energia Sähköverkko Oy","Lahti Energia Sähköverkko Oy","exact_feed_name_to_snapshot_name","7.22","2.95","no","Yleissiirto teho (comparison basis; power charge applies)","1.00","2026-05-04","2026-05-06","product_category_mismatch","yes","https://www.lahtienergia.fi/lahti-energia-sahkoverkko/sahkoverkon-hinnastot/sahkon-verkkopalvelumaksut/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/orimattila","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lahti Energia Sähköverkko Oy; Nivos Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: The official page's plain `Yleissiirto` is 6.53 €/month and 3.79 c/kWh. The source row 7.22 €/month and 2.95 c/kWh matches official `Yleissiirto teho`, which also has a separate power fee. Product-category mismatch: source row is not plain general transfer and omits the power fee."
"560","Orimattila","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","16300","Orimattila Keskus","3","Nivos Energia Oy","Nivos Verkot Oy","curated_alias_to_snapshot_name","20.24","4.99","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://nivos.fi/sahko/tuotteet-ja-palvelut/verkkopalvelutuotteet-ja-hinnastot/sahkoverkon-verkkopalveluhinnasto-yleistuotteet/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/orimattila","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lahti Energia Sähköverkko Oy; Nivos Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page states tariff effective 1.1.2026 and that transfer charges exclude energy tax. Matched."
"562","Orivesi","kaupunki","resolved_with_caveat","municipality_postal_areas_map_to_multiple_dsos","35300","Orivesi Keskus","1","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/orivesi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Kuoreveden Sähkö Oy","City mapping: municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"563","Oulainen","kaupunki","resolved_representative_only","","86300","Oulainen Keskus","1","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/oulainen","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy","Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
